classic pop and rock,"38 Special",86.0
classic pop and rock,"The Robert Cray Band",82.0
classic pop and rock,"The Pioneers",80.0
classic pop and rock,"Mark Kozelek",79.0
classic pop and rock,"Karen Carpenter",79.0
classic pop and rock,"Commodores",78.0
classic pop and rock,"Harold Melvin & The Blue Notes",77.0
classic pop and rock,"Beny More",77.0
classic pop and rock,"Liam Lynch",76.0
classic pop and rock,"Marlena Shaw",76.0
classic pop and rock,"Davy Graham",75.0
classic pop and rock,"Baltimora",75.0
classic pop and rock,"Desiree",75.0
classic pop and rock,"Boney M",75.0
classic pop and rock,"Mark Mulcahy",74.0
classic pop and rock,"Dazz Band",74.0
classic pop and rock,"The Lemon Pipers",74.0
classic pop and rock,"Andreas Johnson",74.0
classic pop and rock,"Rosie Vela",73.0
classic pop and rock,"Trisha Yearwood",73.0
classic pop and rock,"England Dan & John Ford Coley",73.0
classic pop and rock,"First Choice",72.0
classic pop and rock,"Santa Esmeralda",72.0
classic pop and rock,"Skeletal Family",72.0
classic pop and rock,"Player",71.0
classic pop and rock,"Inner City",71.0
classic pop and rock,"Willard Grant Conspiracy",71.0
classic pop and rock,"Sid Vicious",71.0
classic pop and rock,"Chairmen Of The Board",71.0
classic pop and rock,"Carlos Baute",71.0
classic pop and rock,"Imagination",70.0
classic pop and rock,"Appendix Out",70.0
classic pop and rock,"Ram Jam",70.0
classic pop and rock,"James Brown",69.5
classic pop and rock,"The Matthew Herbert Big Band",69.0
classic pop and rock,"Mikey Dread",69.0
classic pop and rock,"Diamond Head",69.0
classic pop and rock,"John Foxx",69.0
classic pop and rock,"Stevie Wonder",68.0
classic pop and rock,"The Rubinoos",68.0
classic pop and rock,"Jocelyn Brown",68.0
classic pop and rock,"Steve Hillage",68.0
classic pop and rock,"Alex Harvey Band",68.0
classic pop and rock,"The Bar-Kays",68.0
classic pop and rock,"The Gap Band",68.0
classic pop and rock,"Hazel O'Connor",67.0
classic pop and rock,"Hot Snakes",67.0
classic pop and rock,"George McCrae",67.0
classic pop and rock,"Yvonne Elliman",67.0
classic pop and rock,"Dobie Gray",67.0
classic pop and rock,"Nu Shooz",67.0
classic pop and rock,"Norman Greenbaum",67.0
classic pop and rock,"Anita Ward",66.0
classic pop and rock,"Freda Payne",66.0
classic pop and rock,"Gene Chandler",66.0
classic pop and rock,"Klaus Schulze",66.0
classic pop and rock,"Betty Everett",66.0
classic pop and rock,"Tuxedomoon",66.0
classic pop and rock,"Sonny & Cher",66.0
classic pop and rock,"Danny Wilson",66.0
classic pop and rock,"Train",66.0
classic pop and rock,"Sugar Ray",65.0
classic pop and rock,"Carter The Unstoppable Sex Machine",65.0
classic pop and rock,"Archie Bell & The Drells",65.0
classic pop and rock,"Screaming Lord Sutch",65.0
classic pop and rock,"Jack Kerouac",65.0
classic pop and rock,"The Archies",65.0
classic pop and rock,"Soulsister",65.0
classic pop and rock,"Moby Grape",65.0
classic pop and rock,"Matt Monro",65.0
classic pop and rock,"Third Eye Blind",64.0
classic pop and rock,"Tom Petty",64.0
classic pop and rock,"Brinsley Schwarz",64.0
classic pop and rock,"Dido",64.0
classic pop and rock,"Milli Vanilli",64.0
classic pop and rock,"Jimmy Ruffin",64.0
classic pop and rock,"Arthur Conley",64.0
classic pop and rock,"Irene Cara",64.0
classic pop and rock,"Steely Dan",64.0
classic pop and rock,"Albert Hammond",64.0
classic pop and rock,"Colin Blunstone",64.0
classic pop and rock,"The Supremes",64.0
classic pop and rock,"Fontella Bass",63.0
classic pop and rock,"Lonnie Gordon",63.0
classic pop and rock,"Eric Carmen",63.0
classic pop and rock,"Al Martino",63.0
classic pop and rock,"Tippa Irie",63.0
classic pop and rock,"The Pyramids",63.0
classic pop and rock,"Mink DeVille",63.0
classic pop and rock,"Brook Benton",62.0
classic pop and rock,"Sound Effects",62.0
classic pop and rock,"The Heart Throbs",62.0
classic pop and rock,"The Ides Of March",62.0
classic pop and rock,"Peter Green Splinter Group",62.0
classic pop and rock,"Goo Goo Dolls",62.0
classic pop and rock,"Visage",61.0
classic pop and rock,"The Marcels",61.0
classic pop and rock,"Johnny Nash",61.0
classic pop and rock,"Jim Reeves",61.0
classic pop and rock,"Bran Van 3000",61.0
classic pop and rock,"Cher",61.0
classic pop and rock,"Green On Red",61.0
classic pop and rock,"Matt Munro",61.0
classic pop and rock,"The Osmonds",61.0
classic pop and rock,"Dodgy",60.0
classic pop and rock,"Simon Fisher Turner",60.0
classic pop and rock,"Bobby Vinton",60.0
classic pop and rock,"Manoella Torres",60.0
classic pop and rock,"Working Week",60.0
classic pop and rock,"Amp",60.0
classic pop and rock,"Foxx",59.0
classic pop and rock,"Patti Smith Group",59.0
classic pop and rock,"The Nashville Teens",59.0
classic pop and rock,"Living In A Box",59.0
classic pop and rock,"The Pale Fountains",59.0
classic pop and rock,"Wings",59.0
classic pop and rock,"Angel Witch",58.0
classic pop and rock,"Tom Verlaine",58.0
classic pop and rock,"Krokus",58.0
classic pop and rock,"Lords Of The New Church",58.0
classic pop and rock,"Chris Bell",58.0
classic pop and rock,"The Seeds",58.0
classic pop and rock,"Luther Vandross",58.0
classic pop and rock,"Zakk Wylde",58.0
classic pop and rock,"Andrew Gold",58.0
classic pop and rock,"LeAnn Rimes",57.0
classic pop and rock,"Len Barry",57.0
classic pop and rock,"Fat Larry's Band",57.0
classic pop and rock,"Sinitta",57.0
classic pop and rock,"Erma Franklin",57.0
classic pop and rock,"Tremeloes",56.0
classic pop and rock,"Jeannie C. Riley",56.0
classic pop and rock,"Blurt",56.0
classic pop and rock,"Jon & Vangelis",56.0
classic pop and rock,"Lesley Gore",56.0
classic pop and rock,"Dave Thompson",56.0
classic pop and rock,"Sharon Jones & The Dap-Kings",56.0
classic pop and rock,"The Pointer Sisters",55.0
classic pop and rock,"Journey",55.0
classic pop and rock,"The Belle Stars",55.0
classic pop and rock,"Jefferson Starship",54.0
classic pop and rock,"Mick Hucknall",54.0
classic pop and rock,"The Commodores",54.0
classic pop and rock,"Herb Alpert",54.0
classic pop and rock,"Mr. Mister",54.0
classic pop and rock,"Lionel Richie",53.0
classic pop and rock,"The Pasadenas",53.0
classic pop and rock,"The Platters",53.0
classic pop and rock,"Amy Grant",53.0
classic pop and rock,"Gloria Gaynor",53.0
classic pop and rock,"Neil Sedaka",52.0
classic pop and rock,"Will Downing",52.0
classic pop and rock,"Brand X",52.0
classic pop and rock,"American Hi-Fi",52.0
classic pop and rock,"Clifford T. Ward",52.0
classic pop and rock,"Johnny Dowd",52.0
classic pop and rock,"Sounds Orchestral",51.0
classic pop and rock,"Nick Kamen",51.0
classic pop and rock,"Jane Wiedlin",51.0
classic pop and rock,"First Class",51.0
classic pop and rock,"Belinda Carlisle",50.0
classic pop and rock,"Boris Gardiner",50.0
classic pop and rock,"Donny Osmond",50.0
classic pop and rock,"The Manhattans",50.0
classic pop and rock,"Spear Of Destiny",50.0
classic pop and rock,"The Surfaris",50.0
classic pop and rock,"Alexis Korner",50.0
classic pop and rock,"The Jeff Healey Band",50.0
classic pop and rock,"Tubby Hayes",49.0
classic pop and rock,"Jennifer Warnes",49.0
classic pop and rock,"Heatwave",49.0
classic pop and rock,"The Chordettes",49.0
classic pop and rock,"The Carpenters",49.0
classic pop and rock,"Cyndi Lauper",49.0
classic pop and rock,"The Mamas & The Papas",49.0
classic pop and rock,"Love & Money",49.0
classic pop and rock,"Celia Cruz",49.0
classic pop and rock,"Bobbie Gentry",49.0
classic pop and rock,"Rush",48.0
classic pop and rock,"DeBarge",48.0
classic pop and rock,"Bachman-Turner Overdrive",48.0
classic pop and rock,"Randy Travis",48.0
classic pop and rock,"Incognito",48.0
classic pop and rock,"Patti Smith",48.0
classic pop and rock,"Thelma Houston",48.0
classic pop and rock,"Grandmaster Flash",47.0
classic pop and rock,"Steppenwolf",47.0
classic pop and rock,"Berlin",47.0
classic pop and rock,"Lisa Loeb",47.0
classic pop and rock,"Jr. Walker & The All Stars",47.0
classic pop and rock,"The B-52s",46.0
classic pop and rock,"Third World",46.0
classic pop and rock,"The Miracles",46.0
classic pop and rock,"Keb' Mo'",45.0
classic pop and rock,"Suzanne Vega",45.0
classic pop and rock,"Chaka Khan",45.0
classic pop and rock,"Supertramp",45.0
classic pop and rock,"Barrington Levy",45.0
classic pop and rock,"Derek & The Dominos",45.0
classic pop and rock,"Three Dog Night",45.0
classic pop and rock,"The Blues Brothers",45.0
classic pop and rock,"The Mutton Birds",45.0
classic pop and rock,"Cheap Trick",45.0
classic pop and rock,"The Doobie Brothers",44.0
classic pop and rock,"Soul Asylum",44.0
classic pop and rock,"Cameo",44.0
classic pop and rock,"Gladys Knight",44.0
classic pop and rock,"Black Label Society",43.0
classic pop and rock,"Bill Withers",43.0
classic pop and rock,"Al Jarreau",43.0
classic pop and rock,"Richard Pinhas",43.0
classic pop and rock,"The Flys",43.0
classic pop and rock,"Amy Studt",43.0
classic pop and rock,"Jimmy Cliff",43.0
classic pop and rock,"Blind Melon",42.0
classic pop and rock,"Mahalia Jackson",42.0
classic pop and rock,"Spin Doctors",42.0
classic pop and rock,"Huey Lewis & The News",41.0
classic pop and rock,"Blue Oyster Cult",41.0
classic pop and rock,"Traveling Wilburys",41.0
classic pop and rock,"Frankie Valli",40.0
classic pop and rock,"Tom Petty And The Heartbreakers",40.0
classic pop and rock,"Aimee Mann",40.0
classic pop and rock,"Teddy Pendergrass",40.0
classic pop and rock,"Koko Taylor",40.0
classic pop and rock,"Kingdom",40.0
classic pop and rock,"Deep Blue Something",39.0
classic pop and rock,"Joe Jackson",39.0
classic pop and rock,"Chris De Burgh",39.0
classic pop and rock,"The Four Seasons",39.0
classic pop and rock,"Bob Seger",39.0
classic pop and rock,"New Radicals",39.0
classic pop and rock,"Mary Jane Girls",39.0
classic pop and rock,"Robbie Nevil",38.0
classic pop and rock,"KC & The Sunshine Band",38.0
classic pop and rock,"The Whispers",38.0
classic pop and rock,"Patrice Rushen",38.0
classic pop and rock,"Billy Ray Cyrus",38.0
classic pop and rock,"Thin Lizzy",38.0
classic pop and rock,"Carly Simon",38.0
classic pop and rock,"Bread",38.0
classic pop and rock,"Gary U.S. Bonds",38.0
classic pop and rock,"The O'Jays",37.0
classic pop and rock,"Chic",37.0
classic pop and rock,"Big Bopper",37.0
classic pop and rock,"Steve Winwood",37.0
classic pop and rock,"Christopher Cross",37.0
classic pop and rock,"Stars",37.0
classic pop and rock,"Neutral Milk Hotel",37.0
classic pop and rock,"Jeff Beck",37.0
classic pop and rock,"Gregory Isaacs",37.0
classic pop and rock,"Primitive Radio Gods",37.0
classic pop and rock,"Pat Benatar",37.0
classic pop and rock,"Ben E. King",37.0
classic pop and rock,"Des'ree",36.0
classic pop and rock,"Graham Parker & The Rumour",36.0
classic pop and rock,"The Style Council",36.0
classic pop and rock,"Big Mountain",36.0
classic pop and rock,"Big Audio Dynamite",36.0
classic pop and rock,"Lisa Gerrard",36.0
classic pop and rock,"Burning Spear",35.0
classic pop and rock,"Esquerita",35.0
classic pop and rock,"Andy Gibb",35.0
classic pop and rock,"The Chi-Lites",35.0
classic pop and rock,"Yuppie Flu",35.0
classic pop and rock,"Baaba Maal",35.0
classic pop and rock,"Deniece Williams",34.0
classic pop and rock,"Lee Greenwood",34.0
classic pop and rock,"Pernice Brothers",34.0
classic pop and rock,"Simply Red",34.0
classic pop and rock,"Michael Mantler",34.0
classic pop and rock,"Boyzone",34.0
classic pop and rock,"Hound Dog Taylor",33.0
classic pop and rock,"Del Shannon",33.0
classic pop and rock,"The Zombies",32.0
classic pop and rock,"Donald Fagen",31.0
classic pop and rock,"Humble Pie",31.0
classic pop and rock,"Marc Bolan",31.0
classic pop and rock,"Rose Royce",31.0
classic pop and rock,"Lighthouse Family",31.0
classic pop and rock,"The Feelies",31.0
classic pop and rock,"Glen Campbell",30.0
classic pop and rock,"David Cassidy",30.0
classic pop and rock,"The Spinners",30.0
classic pop and rock,"Swing Out Sister",30.0
classic pop and rock,"Grace Jones",29.0
classic pop and rock,"The Kingsmen",29.0
classic pop and rock,"The Weather Girls",28.0
classic pop and rock,"Sister Sledge",28.0
classic pop and rock,"Alison Moyet",28.0
classic pop and rock,"Warren Zevon",27.0
classic pop and rock,"The Upsetters",27.0
classic pop and rock,"The Trammps",27.0
classic pop and rock,"Horace Andy",27.0
classic pop and rock,"The Chameleons UK",27.0
classic pop and rock,"Red House Painters",27.0
classic pop and rock,"Laura Nyro",27.0
classic pop and rock,"Dick Dale",27.0
classic pop and rock,"Van McCoy",26.0
classic pop and rock,"David Crosby",26.0
classic pop and rock,"Joe Strummer",26.0
classic pop and rock,"Roxy Music",26.0
classic pop and rock,"Finn Brothers",26.0
classic pop and rock,"Husker Du",26.0
classic pop and rock,"The Sonics",25.5
classic pop and rock,"Aztec Camera",25.0
classic pop and rock,"Little Richard",25.0
classic pop and rock,"Johnny Tillotson",25.0
classic pop and rock,"Nik Kershaw",24.0
classic pop and rock,"Jon Secada",24.0
classic pop and rock,"John Waite",24.0
classic pop and rock,"Cutting Crew",23.0
classic pop and rock,"Ike & Tina Turner",23.0
classic pop and rock,"The Ladybug Transistor",23.0
classic pop and rock,"Lowell Fulson",23.0
classic pop and rock,"Little Feat",23.0
classic pop and rock,"Terry Callier",23.0
classic pop and rock,"Anne Murray",22.0
classic pop and rock,"Oleta Adams",22.0
classic pop and rock,"The Dukes Of Stratosphear",22.0
classic pop and rock,"Alannah Myles",22.0
classic pop and rock,"Jem",21.0
classic pop and rock,"Deerhoof",21.0
classic pop and rock,"Stephen Malkmus",20.5
classic pop and rock,"Ambulance Ltd",20.0
classic pop and rock,"Nancy Sinatra",20.0
classic pop and rock,"Slapp Happy",20.0
classic pop and rock,"Jackie Wilson",20.0
classic pop and rock,"Change",20.0
classic pop and rock,"Tom Tom Club",20.0
classic pop and rock,"Finley Quaye",20.0
classic pop and rock,"Neil Finn",20.0
classic pop and rock,"Split Enz",20.0
classic pop and rock,"The Flaming Sideburns",19.0
classic pop and rock,"The Clientele",19.0
classic pop and rock,"Stephen Stills",19.0
classic pop and rock,"The Ethiopians",19.0
classic pop and rock,"Lone Justice",19.0
classic pop and rock,"Peter Green",19.0
classic pop and rock,"Boz Scaggs",19.0
classic pop and rock,"Jonathan Richman",19.0
classic pop and rock,"Grant Lee Buffalo",19.0
classic pop and rock,"Richard Shulman",18.0
classic pop and rock,"Big Youth",18.0
classic pop and rock,"Kristin Hersh",18.0
classic pop and rock,"Jean Knight",18.0
classic pop and rock,"Tom Robinson",18.0
classic pop and rock,"Voice Of The Beehive",18.0
classic pop and rock,"Country Joe & The Fish",18.0
classic pop and rock,"Galliano",18.0
classic pop and rock,"Noel Harrison",17.0
classic pop and rock,"The Posies",17.0
classic pop and rock,"Lou Rawls",17.0
classic pop and rock,"Billie Jo Spears",17.0
classic pop and rock,"Percy Sledge",17.0
classic pop and rock,"Jesus Jones",16.0
classic pop and rock,"John Fahey",16.0
classic pop and rock,"Jermaine Jackson",15.0
classic pop and rock,"Ian McCulloch",15.0
classic pop and rock,"Pere Ubu",15.0
classic pop and rock,"The Godfathers",15.0
classic pop and rock,"Clarence Carter",14.0
classic pop and rock,"John Kay",14.0
classic pop and rock,"Captain Beefheart",14.0
classic pop and rock,"Big Star",14.0
classic pop and rock,"Johnny "Guitar" Watson",14.0
classic pop and rock,"Prefab Sprout",14.0
classic pop and rock,"Graham Parker",13.0
classic pop and rock,"The Chills",13.0
classic pop and rock,"Laurie Anderson",13.0
classic pop and rock,"Bobby Womack",13.0
classic pop and rock,"The Meters",13.0
classic pop and rock,"Dale Hawkins",13.0
classic pop and rock,"Brian Wilson",13.0
classic pop and rock,"The Rutles",13.0
classic pop and rock,"World Party",13.0
classic pop and rock,"The Box Tops",12.0
classic pop and rock,"J.J. Cale",12.0
classic pop and rock,"Screamin' Jay Hawkins",12.0
classic pop and rock,"Tavares",12.0
classic pop and rock,"Kendra Smith",12.0
classic pop and rock,"Graham Nash",11.0
classic pop and rock,"The Farm",11.0
classic pop and rock,"Marianne Faithfull",11.0
classic pop and rock,"Jack Bruce",11.0
classic pop and rock,"Lloyd Cole",11.0
classic pop and rock,"Ultra Vivid Scene",10.0
classic pop and rock,"Irma Thomas",10.0
classic pop and rock,"Wax",10.0
classic pop and rock,"Joe South",10.0
classic pop and rock,"Mafia & Fluxy",10.0
classic pop and rock,"Earl King",10.0
classic pop and rock,"Gigolo Aunts",9.0
classic pop and rock,"Chuck E. Weiss",9.0
classic pop and rock,"Alex Chilton",9.0
classic pop and rock,"The Auteurs",9.0
classic pop and rock,"Suzi Quatro",9.0
classic pop and rock,"Andrea True Connection",9.0
classic pop and rock,"The Monochrome Set",8.0
classic pop and rock,"Jah Wobble",8.0
classic pop and rock,"World Of Twist",8.0
classic pop and rock,"The Blue Nile",8.0
classic pop and rock,"Thee Hypnotics",7.0
classic pop and rock,"Sir Douglas Quintet",7.0
classic pop and rock,"Wild Strawberries",7.0
classic pop and rock,"Ike Turner",7.0
classic pop and rock,"Robert Forster",7.0
classic pop and rock,"Shirley & Company",7.0
classic pop and rock,"Moe Tucker",6.0
classic pop and rock,"Terry Reid",6.0
classic pop and rock,"Was (Not Was)",6.0
classic pop and rock,"Phil Manzanera",6.0
classic pop and rock,"New Fast Automatic Daffodils",5.0
classic pop and rock,"Fun-Da-Mental",5.0
classic pop and rock,"Lamont Dozier",4.0
classic pop and rock,"Yoko Ono",3.0
classic pop and rock,"The Young Rascals",0.0
classic pop and rock,"Dawn Landes",0.0
classic pop and rock,"Antonio Breschi",0.0
classic pop and rock,"Kirile Loo",0.0
classic pop and rock,"Luke Doucet",0.0
classic pop and rock,"Maxine Nightingale",0.0
classic pop and rock,"Frank and Walters",0.0
classic pop and rock,"Fractured",0.0
classic pop and rock,"Payaso",0.0
classical,"Cecilia Bartoli",81.0
classical,"Alfred Brendel",73.0
classical,"Vikki Carr",64.0
classical,"Andre Previn",63.0
classical,"Heiner Goebbels",58.0
classical,"Isaac Stern",51.0
classical,"London Symphony Orchestra",49.0
classical,"Yo-Yo Ma",48.0
classical,"Scottish Chamber Orchestra",47.0
classical,"Murray Perahia",44.0
classical,"Pierre Boulez",41.0
